id	settlement_option	captive_option_outcome	settlement_type	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	tooltip	icon	base_loot	building_loot_mod	resource_transaction	uses_small_ui_template	sort_order_override	disable_gaining_action_points_for_a_turn	required_resources	resource_loot_multiplier	required_tag	required_diplomatic_stance	audio_override	allowed_building_chains	capturing_force_resource_transaction	capturing_force_resource_loot_multiplier
1642586277	occupation_decision_colonise	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Colonise as Tower||You settle your troops and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	1.0000		false	2	false		0.0000			occupy_tower	wh3_main_primary_core_generic_major		0.0000
164375587	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_dark_elves	0		0	wh2_twa03_rakarth_occupation_decision_dark_elves		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.5000						0.0000
1650533241	occupation_decision_occupy	none	wh3_main_dae_tzeentch		0		0	wh3_main_sc_dae_daemons_occupation_decision_occupy		0	Occupy||For the glory of Tzeentch! {{tr:occupation_decision_occupy}}\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_tzeentch	0.0000	1.0000	wh3_main_occupation_reward_daemons_tzeentch	true	3	true		0.1000						0.0000
1655985515	occupation_decision_sack	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
1662205812	occupation_decision_do_nothing	none			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
1667253945	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
1671725074	occupation_decision_sack	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are forced into your Labour force, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	100.0000	0.3000	wh3_dlc23_chd_sack_labour	false	3	false		1.0000						0.0000
1673500944	occupation_decision_raze_without_occupy	enslave			0	wh3_dlc26_block_occupation_khorne	3	wh3_main_sc_kho_khorne_occupation_decision_raze_without_occupy	wh3_main_bundle_occupation_decision_khorne_raze_blood	1	Blood for the Blood God||Raze the settlement and perform blood-rites to summon reinforcements.	raze	0.0000	0.0000	wh3_dlc26_resource_cost_kho_bloodhost_summon_cost	false	-1	false	wh3_dlc26_resource_cost_kho_bloodhost_summon_cost	0.0000			kho_blood_for_the_blood_god			0.0000
16855807	occupation_decision_do_nothing	none			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_do_nothing		0	Do Nothing||Leave this settlement as it stands.	desolation	0.0000	1.0000		false	-1	false		0.0000						0.0000
1690326576	occupation_decision_vassal	enslave			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_vassal		0	Subjugate||You become the master of the conquered faction and they become your vassal, paying tribute each turn. 	occupy	100.0000	0.5000	wh3_main_resource_cost_sla_vassalised_faction	false	-1	true		0.0000						0.0000
1714590130	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
1716173921	occupation_decision_resettle	none	wh3_main_dae_nurgle		0		0	wh3_main_sc_dae_daemons_occupation_decision_resettle		0	Resettle||For the glory of Nurgle! With no regions currently under your control, you have the option to settle your army here.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_nurgle	0.0000	1.0000	wh3_main_occupation_reward_daemons_nurgle_colonise	true	1	true		0.0000						0.0000
1760484900	occupation_decision_occupy	none			0		0	wh3_main_pro_sc_ksl_kislev_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
1764857690	occupation_decision_sack	none			0		0	wh3_main_sc_dae_daemons_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	4	true		0.0000						0.0000
1764888954	occupation_decision_sack	release			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
1769740993	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
1790090163	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_kislev	0		0	wh2_twa03_rakarth_occupation_decision_kislev		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
179365512	occupation_decision_colonise	none			0		0	wh2_main_sc_chs_chaos_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	false		0.0000						0.0000
1796393989	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_warriors_of_chaos	0		0	wh2_twa03_rakarth_occupation_decision_warriors_of_chaos		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
1802531850	occupation_decision_do_nothing	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
1804337934	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
1808714346	occupation_decision_resettle	none			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1810943986	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_cth_bastion		0.0000
1822456386	occupation_decision_do_nothing	none			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
1824195232	occupation_decision_raze_without_occupy	kill			0		0	wh_dlc08_occupation_decision_norsca		0	Raze for the Serpent||You raze this region and erect a monument to the Mighty Serpent.\n\nAttaining allegiance to this God will reward you with the following:\n\n[[col:green]]Level 1 - [[img:icon_upkeep]][[/img]]Upkeep: -10% for all units (all forces)\n\nLevel 2 - [[img:icon_army]][[/img]]Lord recruit rank: +5 (all provinces)[[/col]]\n\n[[col:yellow]]Level 3 - [[img:icon_god_snake]][[/img]]A specialist Chaos sorcerer, Kihar the Tormentor, will be recruited to fight for your faction[[/col]]	wh_dlc08_nor_norsca_raze_serpent	-100.0000	0.0000	nor_raze_serpent	true	-3	true		0.0000						0.0000
182625411	occupation_decision_resettle	none			0		0	wh2_main_sc_chs_chaos_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1830471298	occupation_decision_resettle	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Resettle as Tower||With no regions currently under your control, you have the option to settle your army here and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	2	false		1.0000			occupy_tower	wh3_main_primary_core_generic_major		0.0000
1832673091	occupation_decision_loot	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
1832879274	occupation_decision_sack	none			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
1838434180	occupation_decision_resettle	none			0		0	wh_dlc08_occupation_decision_norsca		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1842870344	occupation_decision_occupy	none	wh3_main_dae_slaanesh		0		0	wh3_main_sc_dae_daemons_occupation_decision_occupy		0	Occupy||For the glory of Slaanesh! {{tr:occupation_decision_occupy}}\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_slaanesh	0.0000	1.0000	wh3_main_occupation_reward_daemons_slaanesh	true	2	true		0.1000						0.0000
1843733444	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_lizardmen	0		0	wh2_twa03_rakarth_occupation_decision_lizardmen		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
1858950653	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_eagle_gate		0.0000
1861824734	occupation_decision_sack	release			0		0	wh2_main_sc_rogue_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
1863516118	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_major_galleons_graveyard		0.0000
1874367291	occupation_decision_raze_without_occupy	release			0		0	wh3_dlc20_occupation_decision_chaos_vs_non_daemon		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.1000	wh3_dlc20_souls_sacking_razing	false	-1	false		2.0000						0.0000
1881499731	occupation_decision_occupy	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy as Tower||You occupy the settlement and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	2	false		1.0000			occupy_tower	wh3_main_primary_core_special_major_zharr_naggrund		0.0000
189700220	occupation_decision_resettle	kill			0		0	wh2_dlc17_bst_beastmen_major_occupation_decision_resettle		0	Raise Herdstone||Raise a Herdstone here, marking nearby regions as part of a Blood-ground.\n\nHerdstones require the [[img:icon_herdstone_shard]][[/img]]Herdstone Shard resource to construct, and cannot be constructed in existing Blood-grounds.	colonise	0.0000	1.0000	wh2_dlc17_bst_create_herdstone	false	-1	true	wh2_dlc17_bst_create_herdstone	0.0000						0.0000
1899472825	occupation_decision_occupy	enslave	wh3_dlc23_chd_factory		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy as Factory||You occupy the settlement and construct a Factory.\n\n{{tr:chd_settlement_description_factory}}	occupy_factory	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	1	false		1.0000			occupy_factory	wh3_main_primary_core_generic_minor		0.0000
1909882981	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_lizardmen	0		0	wh2_twa03_rakarth_occupation_decision_lizardmen		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
1913205844	occupation_decision_resettle	none	wh3_main_dae_khorne		0		0	wh3_main_sc_dae_daemons_occupation_decision_resettle		0	Resettle||For the glory of Khorne! With no regions currently under your control, you have the option to settle your army here.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_khorne	0.0000	1.0000	wh3_main_occupation_reward_daemons_khorne_colonise	true	0	true		0.0000						0.0000
1919578493	occupation_decision_loot	none			0		0	wh3_main_sc_tze_tzeentch_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
1933820013	occupation_decision_colonise	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1933883338	occupation_decision_colonise	none			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1939821843	occupation_decision_resettle	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1942353263	occupation_decision_loot	enslave			0		0	wh2_main_sc_rogue_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000
194290763	occupation_decision_resettle	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1961258650	occupation_decision_colonise	none			0		0	wh3_main_sc_tze_tzeentch_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
1963655228	occupation_decision_raze_without_occupy	kill			0		0	wh_dlc08_occupation_decision_norsca		0	Raze for the Hound||You raze this region and erect a monument to the Great Hound.\n\nAttaining allegiance to this God will reward you with the following:\n\n[[col:green]]Level 1 - [[img:icon_weapon_damage]][[/img]]Weapon strength: +10% for melee infantry units (all forces)\n\nLevel 2 - [[img:icon_xp]][[/img]]Unit experience gain per turn: +100 (all forces)[[/col]]\n\n[[col:yellow]]Level 3 - [[img:icon_god_hound]][[/img]][[col:yellow]]A powerful Exalted Champion of Khorne, Killgore Slaymaim, will be recruited to fight for your faction[[/col]]	wh_dlc08_nor_norsca_raze_hound	-100.0000	0.0000	nor_raze_hound	true	-5	true		0.0000						0.0000
1964613627	occupation_decision_resettle	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_unicorn_gate		0.0000
1968313178	occupation_decision_resettle	none	wh3_main_dae_slaanesh		0		0	wh3_main_sc_dae_daemons_occupation_decision_resettle		0	Resettle||For the glory of Slaanesh! With no regions currently under your control, you have the option to settle your army here.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_slaanesh	0.0000	1.0000	wh3_main_occupation_reward_daemons_slaanesh_colonise	true	2	true		0.0000						0.0000
1980885647	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_norscans	0		0	wh2_twa03_rakarth_occupation_decision_norscans		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
1988006824	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_unicorn_gate		0.0000
1991755598	occupation_decision_do_nothing	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
1992765694	occupation_decision_raze_without_occupy	kill			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_raze		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less!	wh3_dlc23_chd_chaos_dwarfs_raze	100.0000	0.3000	wh3_dlc23_chd_raze_raw_materials	false	4	false		2.0000						0.0000
1998628524	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_emp		0.0000
2006277474	occupation_decision_gift_to_another_faction	enslave			0		0	wh2_dlc13_sc_lzd_nakai_occupation_decision_region_handover	wh2_dlc13_bundle_nakai_temple_gifted	3	Gift for Itzl||{{tr:occupation_decision_nakai}} This temple will focus mainly on blessed beasts and can unlock Beasts of Itzl army ability (summons Razordons).	placeholder	0.0000	0.3300	wh2_dlc13_occupation_reward_nakai_itzl	true	-1	true		0.0000						0.0000
2016771189	occupation_decision_gift_to_another_faction	none			0		0	wh3_dlc26_sc_ogr_ogre_kingdoms_occupation_gift_to_client		0	Gift to Client||Give ownership of the settlement to your current Contract Client.	enslave	0.0000	1.0000	wh3_dlc26_resource_cost_ogr_merc_points_occupation_with_treasury	false	-1	true		0.1000			gift_to_faction			0.0000
202589444	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_dark_elves	0		0	wh2_twa03_rakarth_occupation_decision_dark_elves		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
2081556140	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_emp		0.0000
2085734495	occupation_decision_occupy	none			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
2093320437	occupation_decision_raze_without_occupy	none			0		0	wh3_main_feature_tzeentch_excluding_the_changeling		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
2096334299	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_lizardmen	0		0	wh2_twa03_rakarth_occupation_decision_lizardmen		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
2099100715	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000
2099213409	occupation_decision_colonise	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Colonise as Tower||You settle your troops and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	1.0000		false	2	false		0.0000			occupy_tower	wh3_main_primary_core_special_major_zharr_naggrund		0.0000
2108916292	occupation_decision_resettle	none			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
2114891607	occupation_decision_occupy	none	wh3_main_dae_khorne		0		0	wh3_main_sc_dae_daemons_occupation_decision_occupy		0	Occupy||For the glory of Khorne! {{tr:occupation_decision_occupy}}\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_khorne	0.0000	1.0000	wh3_main_occupation_reward_daemons_khorne	true	0	true		0.1000						0.0000
2120421649	occupation_decision_do_nothing	none			0		0	wh3_main_pro_sc_ksl_kislev_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000
2124658784	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000					wh3_dlc26_ogr_meat_looting_sacking_razing	0.8000
2135151227	occupation_decision_raze_without_occupy	none			0	wh3_dlc26_block_occupation_khorne	3	wh3_main_sc_kho_khorne_occupation_decision_raze_without_occupy		0	Skulls for the Skull Throne||Raze the settlement and harvest the skulls of the fallen.	raze	0.0000	0.4000	wh3_main_resource_cost_kho_raze_settlement_skulls	false	-1	false		5.0000			kho_skulls_for_the_skull_throne			0.0000
2137868110	occupation_decision_sack	kill			0		0	wh_main_occupation_decision_bretonnia_sack_neutrals		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced. \n\nNo virtuous Knight searches for gold while there is evil to root out in the Lady's blessed name!	sack	0.0000	1.0000	wh3_main_chivalry_sack	false	-1	true		0.0000						0.0000
2139106450	occupation_decision_vassal	enslave			0		0	wh3_dlc20_occupation_decision_vassal_warriors		0	Subjugate||You become the master of the conquered faction, and they become your vassal, paying tribute each turn. All captives are enslaved.	occupy	0.0000	1.0000	wh3_dlc20_souls_vassalisation	false	-1	true		0.0000						0.0000
222165943	occupation_decision_occupy	enslave	wh3_dlc23_chd_outpost		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy as Outpost||You occupy the settlement and establish a mining Outpost.\n\n{{tr:chd_settlement_description_outpost}}	occupy_outpost	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000			occupy_outpost	wh3_main_primary_core_generic_minor		0.0000
224851311	occupation_decision_occupy	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000
244876907	occupation_decision_resettle	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_oak_of_ages		0.0000
245305707	occupation_decision_raze_without_occupy	none			0		0	wh3_dlc26_sc_ogr_ogre_kingdoms_occupation_decision_raze_without_occupy_golgfag		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000	wh3_dlc26_resource_cost_ogr_merc_points_occupation	false	-1	true		0.2000					wh3_dlc26_ogr_meat_looting_sacking_razing	0.8000
258352084	occupation_decision_colonise	none	wh3_main_dae_khorne		0		0	wh3_main_sc_dae_daemons_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||For the glory of Khorne! Settle your troops.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_khorne	0.0000	1.0000	wh3_main_occupation_reward_daemons_khorne_colonise	true	0	true		0.0000						0.0000
260200307	occupation_decision_resettle	none	wh3_main_dae_tzeentch		0		0	wh3_main_sc_dae_daemons_occupation_decision_resettle		0	Resettle||For the glory of Tzeentch! With no regions currently under your control, you have the option to settle your army here.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_tzeentch	0.0000	1.0000	wh3_main_occupation_reward_daemons_tzeentch_colonise	true	3	true		0.0000						0.0000
264063103	occupation_decision_colonise	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000
267054399	occupation_decision_resettle	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_eagle_gate		0.0000
287568053	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_oak_of_ages		0.0000
293506302	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_greenskins	0		0	wh2_twa03_rakarth_occupation_decision_greenskins		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000
